"","MSNDATE","PeriodOfDay","Year","TGTCOUNTRY","TGTLATDD_DDD_WGS84","TGTLONDDD_DDD_WGS84","VALID_AIRCRAFT_ROOT","WEAPONTYPEWEIGHT","TIMEONTARGET","TargetType"
"1","1967-07-24","N",1967,"NORTH VIETNAM",17.483333,106.5375,"B-57",0,1220,"MOTOR VEHICLE"
"2","1966-10-01","D",1966,"SOUTH VIETNAM",16.46710111,107.3360508,"B-57",25,600,"ANTI-AIRCRAFT"
"3","1966-04-25","N",1966,"NORTH VIETNAM",17.833333,105.883333,"B-57",272,1750,"TROOPS"
"4","1966-04-03","D",1966,"NORTH VIETNAM",17.933333,105.816666,"B-57",0,1008,"ROAD"
"5","1968-06-19","N",1968,"NORTH VIETNAM",17.298611,106.205555,"B-57",694,1338,"MOTOR VEHICLE"
"6","1967-09-15","N",1967,"NORTH VIETNAM",17,106.975,"B-57",0,1720,"ANTI-AIRCRAFT"
"7","1966-09-20","D",1966,"NORTH VIETNAM",17.68,106.046,"B-57",25,1235,"BRIDGE"
"8","1967-07-01","N",1967,"NORTH VIETNAM",17.723611,106.453333,"B-57",0,1710,"MOTOR VEHICLE"
"9","1967-09-30","N",1967,"NORTH VIETNAM",16.977777,106.945,"B-57",500,1601,"ANTI-AIRCRAFT"
"10","1967-08-23","N",1967,"NORTH VIETNAM",17.625,106.433,"B-57",900,1235,"MOTOR VEHICLE"
"11","1967-07-02","N",1967,"NORTH VIETNAM",17.631944,106.384722,"B-57",0,1445,"AREA\DEPOT"
"12","1968-03-17","D",1968,"SOUTH VIETNAM",11.53542343,108.8035494,"B-57",25,313,"AREA\DEPOT"
"13","1966-08-15","D",1966,"NORTH VIETNAM",17.2,106.683,"B-57",1104,922,"TROOPS"
"14","1967-05-04","N",1967,"NORTH VIETNAM",16.933333,106.583333,"B-57",500,1431,"AREA\DEPOT"
"15","1966-08-04","D",1966,"NORTH VIETNAM",17.067,107.067,"B-57",500,314,"AREA\DEPOT"
"16","1966-08-05","D",1966,"NORTH VIETNAM",17.167,106.733,"B-57",263,820,"BRIDGE"
"17","1967-09-06","N",1967,"NORTH VIETNAM",17.088333,106.911388,"B-57",0,1405,"TRUCK PARK\STOP"
"18","1968-07-26","N",1968,"NORTH VIETNAM",17.084,107.084,"B-57",500,1525,"ANTI-AIRCRAFT"
"19","1967-09-11","N",1967,"NORTH VIETNAM",17.569444,106.448611,"B-57",0,1705,"MOTOR VEHICLE"
"20","1966-08-07","D",1966,"NORTH VIETNAM",17.167,106.733,"B-57",1104,830,"BRIDGE"
"21","1967-07-04","N",1967,"NORTH VIETNAM",17.6875,106.480555,"B-57",0,1518,"ANTI-AIRCRAFT"
"22","1966-08-06","D",1966,"NORTH VIETNAM",16.9,106.75,"B-57",50,913,"AREA\DEPOT"
"23","1967-09-07","N",1967,"NORTH VIETNAM",17.765277,105.780555,"B-57",799,1755,"MOTOR VEHICLE"
"24","1967-09-09","D",1967,"NORTH VIETNAM",17.336111,106.630555,"B-57",680,1350,"MOTOR VEHICLE"
"25","1967-07-29","N",1967,"NORTH VIETNAM",17.952777,105.816666,"B-57",0,1215,"MOTOR VEHICLE"
"26","1967-09-12","D",1967,"NORTH VIETNAM",16.913888,106.956388,"B-57",0,1615,"UNKNOWN\UNIDENTIFIED"
"27","1967-05-12","N",1967,"NORTH VIETNAM",17.216666,106.666666,"B-57",680,1508,"MOTOR VEHICLE"
"28","1968-03-24","N",1968,"NORTH VIETNAM",17.758,105.772,"B-57",50,0,"NO TARGET ACQUIRED"
"29","1967-09-10","N",1967,"NORTH VIETNAM",17.516666,106.5,"B-57",799,0,"UNKNOWN\UNIDENTIFIED"
"30","1968-09-04","D",1968,"SOUTH VIETNAM",10.51567577,105.9686008,"B-57",799,530,"BUILDINGS"
"31","1967-05-29","N",1967,"NORTH VIETNAM",17.05,106.9,"B-57",799,1840,"TRUCK PARK\STOP"
"32","1966-04-24","N",1966,"NORTH VIETNAM",17.75,105.766666,"B-57",561,1515,"FOX HOLES"
"33","1966-08-31","Unknown",1966,"NORTH VIETNAM",17.216666,106.65,"B-57",0,2353,"TROOPS"
"34","1966-04-20","D",1966,"SOUTH VIETNAM",14.87014364,108.7986065,"B-57",263,905,"BUILDINGS"
"35","1966-08-21","D",1966,"NORTH VIETNAM",16.7,106.2,"B-57",680,736,"AREA\DEPOT"
"36","1966-06-03","N",1966,"NORTH VIETNAM",17.783,105.817,"B-57",561,1747,"ROAD"
"37","1967-09-24","N",1967,"NORTH VIETNAM",16.998611,106.952777,"B-57",680,1455,"ANTI-AIRCRAFT"
"38","1969-01-20","D",1969,"SOUTH VIETNAM",9.04265895,105.2609328,"B-57",50,1002,"BASE"
"39","1967-09-03","N",1967,"NORTH VIETNAM",17.833333,105.794444,"B-57",0,1415,"MOTOR VEHICLE"
"40","1966-09-10","D",1966,"NORTH VIETNAM",17.374,106.614,"B-57",50,456,"ROAD"
"41","1966-08-22","D",1966,"NORTH VIETNAM",17,106.65,"B-57",1104,638,"TROOPS"
"42","1966-04-22","D",1966,"NORTH VIETNAM",17.283333,106.183333,"B-57",263,150,"MOTOR VEHICLE"
"43","1968-09-08","N",1968,"SOUTH VIETNAM",16.88042131,107.0398402,"B-57",0,1615,"BUILDINGS"
"44","1969-08-14","D",1969,"SOUTH VIETNAM",14.21450765,108.7458059,"B-57",25,1301,"BUILDINGS"
"45","1966-04-04","D",1966,"NORTH VIETNAM",17.4,106.65,"B-57",272,1025,"FOX HOLES"
"46","1968-06-27","D",1968,"SOUTH VIETNAM",10.53891903,106.5014853,"B-57",25,125,"AREA\DEPOT"
"47","1967-07-27","N",1967,"NORTH VIETNAM",17.519444,106.540277,"B-57",0,1227,"MOTOR VEHICLE"
"48","1967-07-04","N",1967,"NORTH VIETNAM",17.338055,106.204166,"B-57",0,622,"FORD"
"49","1966-04-01","Unknown",1966,"NORTH VIETNAM",17.816666,105.8,"B-57",0,0,"UNKNOWN\UNIDENTIFIED"
"50","1966-04-27","N",1966,"NORTH VIETNAM",16.866666,106.033333,"B-57",799,1145,"TROOPS"
"51","1967-09-01","N",1967,"NORTH VIETNAM",17.5875,106.541666,"B-57",900,1905,"MOTOR VEHICLE"
"52","1968-03-23","N",1968,"SOUTH VIETNAM",16.7093293,106.5569357,"B-57",799,1614,"AREA\DEPOT"
"53","1968-03-28","N",1968,"NORTH VIETNAM",17.219,106.91,"B-57",50,1840,"BUILDINGS"
"54","1966-08-11","D",1966,"NORTH VIETNAM",16.9,106.633,"B-57",1104,656,"AREA\DEPOT"
"55","1968-06-07","N",1968,"NORTH VIETNAM",17.651388,106.501388,"B-57",799,1240,"MOTOR VEHICLE"
"56","1967-07-10","N",1967,"NORTH VIETNAM",17.626388,106.366666,"B-57",0,1325,"MOTOR VEHICLE"
"57","1966-08-18","D",1966,"NORTH VIETNAM",17.05,107.067,"B-57",272,245,"AREA\DEPOT"
"58","1966-04-26","D",1966,"NORTH VIETNAM",17.416666,106.2,"B-57",25,400,"ROAD"
"59","1967-07-15","D",1967,"NORTH VIETNAM",17.738888,105.970833,"B-57",0,1310,"MOTOR VEHICLE"
"60","1966-08-29","N",1966,"NORTH VIETNAM",17.283333,106.816666,"B-57",0,1725,"AREA\DEPOT"
"61","1966-04-09","D",1966,"NORTH VIETNAM",16.983333,106.966666,"B-57",0,245,"TROOPS"
"62","1967-07-14","N",1967,"NORTH VIETNAM",17.833333,106.072222,"B-57",0,1650,"MOTOR VEHICLE"
"63","1966-08-12","N",1966,"NORTH VIETNAM",17.683,106.05,"B-57",25,1715,"TROOPS"
"64","1967-07-23","N",1967,"NORTH VIETNAM",17.541666,106.583333,"B-57",0,1230,"MOTOR VEHICLE"
"65","1967-07-12","N",1967,"NORTH VIETNAM",17.716666,106.133333,"B-57",0,1725,"MOTOR VEHICLE"
"66","1968-09-11","D",1968,"SOUTH VIETNAM",10.60489086,105.0088963,"B-57",0,1,"BASE"
"67","1966-04-03","D",1966,"NORTH VIETNAM",17.933333,105.816666,"B-57",0,1008,"ROAD"
"68","1967-09-20","N",1967,"NORTH VIETNAM",17.677777,106.391666,"B-57",0,1715,"ROAD"
"69","1967-07-27","N",1967,"NORTH VIETNAM",17.451388,106.619444,"B-57",0,1315,"UNKNOWN\UNIDENTIFIED"
"70","1966-08-21","D",1966,"NORTH VIETNAM",17.05,107.067,"B-57",1104,800,"AREA\DEPOT"
"71","1967-07-04","N",1967,"NORTH VIETNAM",17.266111,106.183333,"B-57",0,1010,"ROAD"
"72","1967-09-27","N",1967,"NORTH VIETNAM",17.113888,107.030555,"B-57",0,1644,"UNKNOWN\UNIDENTIFIED"
"73","1965-10-05","D",1965,"SOUTH VIETNAM",11.93807923,107.9378773,"B-57",0,1155,"TROOPS"
"74","1965-10-02","Unknown",1965,"SOUTH VIETNAM",14.66263317,108.8331843,"B-57",0,800,"AREA\DEPOT"
"75","1965-10-13","D",1965,"SOUTH VIETNAM",16.51868386,107.2458195,"B-57",0,1210,"ROAD"
"76","1965-10-20","N",1965,"SOUTH VIETNAM",13.61033595,107.9138727,"B-57",0,2230,"TROOPS"
"77","1965-10-09","D",1965,"SOUTH VIETNAM",16.36680278,107.4948755,"B-57",0,1500,"TROOPS"
"78","1965-10-05","D",1965,"SOUTH VIETNAM",14.92071889,107.8573911,"B-57",0,1100,"AREA\DEPOT"
"79","1965-10-18","Unknown",1965,"SOUTH VIETNAM",15.4,107.6,"B-57",0,0,"UNKNOWN\UNIDENTIFIED"
"80","1965-10-05","D",1965,"SOUTH VIETNAM",14.42103627,107.7980789,"B-57",0,1500,"TROOPS"
"81","1965-10-08","Unknown",1965,"SOUTH VIETNAM",12.87466022,109.0071349,"B-57",0,715,"AREA\DEPOT"
"82","1965-10-13","D",1965,"SOUTH VIETNAM",12.39633353,107.9953022,"B-57",0,1500,"AREA\DEPOT"
"83","1965-12-13","D",1965,"SOUTH VIETNAM",13.49243741,107.629946,"B-57",0,1520,"ROAD"
"84","1965-10-07","D",1965,"SOUTH VIETNAM",13.80585037,108.5361944,"B-57",0,1020,"TROOPS"
"85","1965-10-17","D",1965,"SOUTH VIETNAM",16.15822889,108.8456745,"B-57",0,1815,"UNKNOWN\UNIDENTIFIED"
"86","1965-10-13","D",1965,"SOUTH VIETNAM",16.4822454,107.2734922,"B-57",0,1100,"ROAD"
"87","1965-10-04","D",1965,"SOUTH VIETNAM",14.82848427,108.985759,"B-57",0,900,"AREA\DEPOT"
"88","1965-10-14","N",1965,"SOUTH VIETNAM",15.78688808,107.9914036,"B-57",0,1940,"AREA\DEPOT"
"89","1965-10-05","D",1965,"SOUTH VIETNAM",14.41233263,107.7701649,"B-57",0,1315,"TROOPS"
"90","1965-10-02","Unknown",1965,"SOUTH VIETNAM",15.6174059,108.2379782,"B-57",0,810,"TROOPS"
"91","1965-10-07","D",1965,"SOUTH VIETNAM",17.14386889,107.4787197,"B-57",0,1500,"TROOPS"
"92","1965-10-05","D",1965,"SOUTH VIETNAM",14.92611411,107.8593203,"B-57",0,1030,"AREA\DEPOT"
"93","1965-10-09","D",1965,"SOUTH VIETNAM",13.34473104,109.016269,"B-57",0,930,"UNKNOWN\UNIDENTIFIED"
"94","1965-12-06","Unknown",1965,"SOUTH VIETNAM",15.81006611,108.0525278,"B-57",0,1750,"AREA\DEPOT"
"95","1965-10-05","D",1965,"SOUTH VIETNAM",15.9432432,107.9825112,"B-57",0,740,"AREA\DEPOT"
"96","1965-12-13","D",1965,"SOUTH VIETNAM",16.44464874,107.4041249,"B-57",0,1600,"UNKNOWN\UNIDENTIFIED"
"97","1965-10-02","Unknown",1965,"SOUTH VIETNAM",15.58932794,108.2318304,"B-57",0,805,"AREA\DEPOT"
"98","1965-10-10","D",1965,"SOUTH VIETNAM",16.40479245,107.3334336,"B-57",0,1130,"ROAD"
"99","1965-10-03","D",1965,"SOUTH VIETNAM",14.27318587,108.7396636,"B-57",0,910,"TROOPS"
"100","1965-10-13","D",1965,"SOUTH VIETNAM",14.24265289,107.5967323,"B-57",0,1045,"UNKNOWN\UNIDENTIFIED"
"101","1965-10-09","D",1965,"SOUTH VIETNAM",16.37184658,107.4500215,"B-57",0,1525,"AREA\DEPOT"
"102","1965-10-09","D",1965,"SOUTH VIETNAM",16.38114968,107.3471907,"B-57",0,1557,"ROAD"
"103","1965-10-05","D",1965,"SOUTH VIETNAM",14.40320284,107.7783935,"B-57",0,1355,"TROOPS"
"104","1965-10-20","N",1965,"SOUTH VIETNAM",13.60668016,107.917522,"B-57",0,2045,"TROOPS"
"105","1965-10-05","D",1965,"SOUTH VIETNAM",14.02813971,108.820764,"B-57",0,1500,"TROOPS"
"106","1965-10-05","D",1965,"SOUTH VIETNAM",11.91914986,107.934004,"B-57",0,1155,"TROOPS"
"107","1965-10-10","D",1965,"SOUTH VIETNAM",16.37249273,107.3938799,"B-57",0,1100,"ROAD"
"108","1965-10-01","D",1965,"SOUTH VIETNAM",14.24188215,107.8236404,"B-57",0,1558,"TROOPS"
"109","1965-10-09","D",1965,"SOUTH VIETNAM",16.41175777,107.3569182,"B-57",0,1608,"AREA\DEPOT"
"110","1965-10-10","D",1965,"SOUTH VIETNAM",14.08970056,108.9359219,"B-57",0,1700,"FORD"
"111","1965-10-01","D",1965,"SOUTH VIETNAM",14.24921684,107.8144702,"B-57",0,1700,"TROOPS"
"112","1965-10-05","D",1965,"SOUTH VIETNAM",14.92071889,107.8573911,"B-57",0,1000,"AREA\DEPOT"
"113","1965-10-05","D",1965,"SOUTH VIETNAM",13.92165273,108.8374947,"B-57",0,730,"TROOPS"
"114","1965-10-03","D",1965,"SOUTH VIETNAM",14.07238327,108.8166419,"B-57",0,700,"TROOPS"
"115","1965-10-07","D",1965,"SOUTH VIETNAM",16.24065684,107.4670936,"B-57",0,1420,"TROOPS"
"116","1965-10-04","D",1965,"SOUTH VIETNAM",17.03534875,107.0875373,"B-57",0,730,"TROOPS"
"117","1965-10-02","Unknown",1965,"SOUTH VIETNAM",15.62437152,108.2173782,"B-57",0,830,"TROOPS"
"118","1965-10-06","D",1965,"SOUTH VIETNAM",14.24007585,107.8236179,"B-57",0,800,"AREA\DEPOT"
"119","1965-10-09","D",1965,"SOUTH VIETNAM",13.36440285,108.9893371,"B-57",0,900,"AREA\DEPOT"
"120","1965-10-07","D",1965,"SOUTH VIETNAM",15.49830797,107.9611305,"B-57",0,900,"TROOPS"
"121","1965-10-05","D",1965,"SOUTH VIETNAM",14.27157614,107.8332726,"B-57",0,915,"TROOPS"
"122","1965-12-13","D",1965,"SOUTH VIETNAM",15.16775559,107.67281,"B-57",0,1050,"TROOPS"
"123","1965-12-06","Unknown",1965,"SOUTH VIETNAM",15.80647971,108.0544454,"B-57",0,1750,"AREA\DEPOT"
"124","1965-10-04","D",1965,"SOUTH VIETNAM",11.79097624,107.9243816,"B-57",0,1520,"WATER VEHICLES"
"125","1965-10-10","D",1965,"SOUTH VIETNAM",15.4367396,107.5365196,"B-57",0,645,"TROOPS"
"126","1965-12-06","Unknown",1965,"SOUTH VIETNAM",15.80826025,108.052554,"B-57",0,1750,"AREA\DEPOT"
"127","1965-10-13","D",1965,"SOUTH VIETNAM",16.51868386,107.2458195,"B-57",0,1130,"TROOPS"
"128","1965-10-10","D",1965,"SOUTH VIETNAM",14.69706747,107.9732368,"B-57",0,1140,"TROOPS"
"129","1965-10-26","N",1965,"SOUTH VIETNAM",13.67149214,107.779747,"B-57",0,2300,"UNKNOWN\UNIDENTIFIED"
"130","1965-10-10","D",1965,"SOUTH VIETNAM",14.07809186,109.1777049,"B-57",0,1300,"AREA\DEPOT"
"131","1965-10-04","Unknown",1965,"SOUTH VIETNAM",16.58814274,107.0826477,"B-57",0,700,"TROOPS"
"132","1965-10-13","D",1965,"SOUTH VIETNAM",12.32266882,107.7868185,"B-57",0,1400,"AREA\DEPOT"
"133","1965-10-10","D",1965,"SOUTH VIETNAM",14.28405869,109.1630825,"B-57",0,1510,"TROOPS"
"134","1965-10-05","D",1965,"SOUTH VIETNAM",15.94385881,107.9377145,"B-57",0,830,"ROAD"
"135","1965-10-10","D",1965,"SOUTH VIETNAM",16.4135644,107.35694,"B-57",0,1120,"ROAD"
"136","1965-10-01","D",1965,"SOUTH VIETNAM",14.24459161,107.8236741,"B-57",0,1500,"TROOPS"
"137","1965-10-17","D",1965,"SOUTH VIETNAM",14.34888671,107.630387,"B-57",0,1500,"SUPPLIES (MISCELL.)"
"138","1965-10-03","D",1965,"SOUTH VIETNAM",13.23019644,109.1712875,"B-57",0,1600,"AREA\DEPOT"
"139","1965-10-10","D",1965,"SOUTH VIETNAM",14.26772372,108.9343104,"B-57",0,1130,"TROOPS"
"140","1965-10-05","D",1965,"SOUTH VIETNAM",15.62817886,107.7672557,"B-57",0,1420,"AREA\DEPOT"
"141","1965-10-05","D",1965,"SOUTH VIETNAM",14.92295195,107.8230489,"B-57",0,1100,"TROOPS"
"142","1965-10-02","Unknown",1965,"SOUTH VIETNAM",15.59081581,108.2066475,"B-57",0,830,"TROOPS"
"143","1965-12-13","D",1965,"SOUTH VIETNAM",14.51309793,108.9877151,"B-57",0,915,"AREA\DEPOT"
"144","1965-10-09","D",1965,"SOUTH VIETNAM",16.44034616,107.3853485,"B-57",0,1020,"TROOPS"
"145","1965-10-04","D",1965,"SOUTH VIETNAM",11.89024663,107.9336937,"B-57",0,1500,"TROOPS"
"146","1965-10-03","D",1965,"SOUTH VIETNAM",14.47435843,109.0019783,"B-57",0,930,"TROOPS"
"147","1965-10-06","D",1965,"SOUTH VIETNAM",14.50089797,107.9159017,"B-57",0,945,"TROOPS"
"148","1965-10-07","D",1965,"SOUTH VIETNAM",17.13489474,107.4739029,"B-57",0,1510,"TROOPS"
"149","1965-12-16","N",1965,"SOUTH VIETNAM",15.37091208,108.5550295,"B-57",0,140,"UNKNOWN\UNIDENTIFIED"
"150","1965-12-13","D",1965,"SOUTH VIETNAM",16.46315153,107.4446121,"B-57",0,1600,"ROAD"
"151","1965-10-05","D",1965,"SOUTH VIETNAM",14.09001487,108.9729579,"B-57",0,730,"TROOPS"
"152","1965-10-07","D",1965,"SOUTH VIETNAM",15.81421855,107.9740814,"B-57",0,830,"TROOPS"
"153","1965-12-13","D",1965,"SOUTH VIETNAM",15.16775559,107.67281,"B-57",0,1100,"TROOPS"
"154","1965-10-03","D",1965,"SOUTH VIETNAM",13.53078948,109.1163579,"B-57",0,1455,"TROOPS"
"155","1965-10-13","D",1965,"SOUTH VIETNAM",14.23354906,107.6031118,"B-57",0,1100,"UNKNOWN\UNIDENTIFIED"
"156","1965-12-13","D",1965,"SOUTH VIETNAM",14.75909031,107.8534111,"B-57",0,1550,"UNKNOWN\UNIDENTIFIED"
"157","1965-12-13","D",1965,"SOUTH VIETNAM",13.59200027,107.6125677,"B-57",0,1126,"UNKNOWN\UNIDENTIFIED"
"158","1965-10-01","Unknown",1965,"SOUTH VIETNAM",15.7315294,108.1226683,"B-57",0,1030,"TROOPS"
"159","1965-10-01","Unknown",1965,"SOUTH VIETNAM",14.2515662,108.8445781,"B-57",0,800,"ROAD"
"160","1965-10-04","D",1965,"SOUTH VIETNAM",14.24268345,108.7631296,"B-57",0,900,"TROOPS"
"161","1965-12-06","D",1965,"SOUTH VIETNAM",14.77908356,107.9158694,"B-57",0,1340,"AREA\DEPOT"
"162","1965-10-04","D",1965,"SOUTH VIETNAM",14.8347446,108.9782685,"B-57",0,830,"UNKNOWN\UNIDENTIFIED"
"163","1965-10-17","Unknown",1965,"SOUTH VIETNAM",14.34884554,107.6340933,"B-57",0,1440,"SUPPLIES (MISCELL.)"
"164","1965-10-08","Unknown",1965,"SOUTH VIETNAM",12.87466022,109.0071349,"B-57",0,715,"AREA\DEPOT"
"165","1965-10-09","D",1965,"SOUTH VIETNAM",16.43623125,107.349724,"B-57",0,1120,"TROOPS"
"166","1965-10-05","D",1965,"SOUTH VIETNAM",14.07064294,108.824065,"B-57",0,1630,"TROOPS"
"167","1965-10-01","Unknown",1965,"SOUTH VIETNAM",15.77096993,108.1687492,"B-57",0,1030,"TROOPS"
"168","1965-10-02","D",1965,"SOUTH VIETNAM",11.9239795,107.2072925,"B-57",0,1730,"TROOPS"
"169","1965-10-02","D",1965,"SOUTH VIETNAM",11.9239795,107.2072925,"B-57",0,1730,"BUILDINGS"
"170","1965-10-17","D",1965,"SOUTH VIETNAM",14.37224835,107.6417814,"B-57",0,1555,"BUILDINGS"
"171","1965-10-08","D",1965,"SOUTH VIETNAM",14.97331957,108.7231911,"B-57",0,900,"UNKNOWN\UNIDENTIFIED"
"172","1965-10-08","D",1965,"SOUTH VIETNAM",14.97331957,108.7231911,"B-57",0,900,"UNKNOWN\UNIDENTIFIED"
"173","1965-10-03","D",1965,"SOUTH VIETNAM",13.46941257,109.1279227,"B-57",0,1455,"TROOPS"
"174","1965-10-05","D",1965,"SOUTH VIETNAM",15.62379091,107.6842357,"B-57",0,1400,"TROOPS"
"175","1965-10-26","Unknown",1965,"SOUTH VIETNAM",14.06552755,108.8583684,"B-57",0,1030,"BUILDINGS"
"176","1968-06-29","N",1968,"SOUTH VIETNAM",15.79078679,107.7652557,"B-57",694,1819,"AREA\DEPOT"
"177","1968-06-19","N",1968,"NORTH VIETNAM",17.318055,106.211111,"B-57",50,1339,"MOTOR VEHICLE"
"178","1968-02-09","N",1968,"NORTH VIETNAM",17.042,107.017,"B-57",799,1731,"TROOPS"
"179","1969-04-12","D",1969,"SOUTH VIETNAM",10.2143498,106.4917223,"B-57",694,1335,"AREA\DEPOT"
"180","1968-03-22","N",1968,"NORTH VIETNAM",17.012,107.04,"B-57",50,1652,"MOTOR VEHICLE"
"181","1968-07-26","N",1968,"NORTH VIETNAM",17.084,107.084,"B-57",694,1650,"ANTI-AIRCRAFT"
"182","1968-04-13","D",1968,"SOUTH VIETNAM",16.497,106.497,"B-57",799,506,"BASE"
"183","1968-05-17","N",1968,"NORTH VIETNAM",17.852777,105.85,"B-57",0,1615,"MOTOR VEHICLE"
"184","1967-05-04","N",1967,"NORTH VIETNAM",16.933333,106.583333,"B-57",680,1414,"AREA\DEPOT"
"185","1967-08-10","N",1967,"NORTH VIETNAM",17.604166,106.508333,"B-57",680,1525,"MOTOR VEHICLE"
"186","1968-09-11","D",1968,"SOUTH VIETNAM",15.35914728,107.756228,"B-57",799,45,"BASE"
"187","1968-02-16","N",1968,"NORTH VIETNAM",17.074166,107.065277,"B-57",0,2155,"ANTI-AIRCRAFT"
"188","1968-03-28","N",1968,"SOUTH VIETNAM",16.32426719,105.9968708,"B-57",799,1325,"MOTOR VEHICLE"
"189","1966-04-09","D",1966,"NORTH VIETNAM",16.983333,106.633333,"B-57",0,215,"TROOPS"
"190","1967-06-30","N",1967,"NORTH VIETNAM",17.789,106.262,"B-57",680,1515,"AREA\DEPOT"
"191","1967-09-28","D",1967,"NORTH VIETNAM",17.097222,106.986111,"B-57",0,2225,"UNKNOWN\UNIDENTIFIED"
"192","1966-10-07","D",1966,"NORTH VIETNAM",17.1,107.341666,"B-57",680,2312,"AREA\DEPOT"
"193","1966-08-30","Unknown",1966,"NORTH VIETNAM",17.1,107.033333,"B-57",0,0,"AREA\DEPOT"
"194","1966-08-26","D",1966,"NORTH VIETNAM",16.883333,106.55,"B-57",0,1005,"AREA\DEPOT"
"195","1966-09-07","N",1966,"NORTH VIETNAM",17.075,106.714,"B-57",680,610,"AREA\DEPOT"
"196","1967-07-31","N",1967,"NORTH VIETNAM",17.323333,106.628888,"B-57",0,1235,"FERRY"
"197","1966-10-05","D",1966,"NORTH VIETNAM",17.783,105.817,"B-57",0,126,"ROAD"
"198","1966-09-09","N",1966,"NORTH VIETNAM",17.875,106.438888,"B-57",272,345,"FERRY"
"199","1967-07-22","N",1967,"NORTH VIETNAM",17.593055,106.553611,"B-57",0,1615,"MOTOR VEHICLE"
"200","1968-06-16","N",1968,"NORTH VIETNAM",17.877777,106.038888,"B-57",799,2030,"ROAD"
"201","1966-03-28","D",1966,"NORTH VIETNAM",17.933333,105.8,"B-57",272,45,"ROAD"
"202","1967-08-04","N",1967,"NORTH VIETNAM",17.475,106.617,"B-57",500,1745,"MOTOR VEHICLE"
"203","1967-07-04","N",1967,"NORTH VIETNAM",17.202777,106.825,"B-57",0,1600,"UNKNOWN\UNIDENTIFIED"
"204","1967-09-30","N",1967,"SOUTH VIETNAM",16.95379879,107.1101055,"B-57",0,1842,"AREA\DEPOT"
"205","1967-09-12","D",1967,"NORTH VIETNAM",16.913888,106.956388,"B-57",0,1615,"UNKNOWN\UNIDENTIFIED"
"206","1966-09-14","D",1966,"NORTH VIETNAM",16.9,106.817,"B-57",50,710,"BIVOUAC"
"207","1968-03-09","N",1968,"NORTH VIETNAM",17.733,106.475,"B-57",900,1215,"MOTOR VEHICLE"
"208","1967-07-22","N",1967,"NORTH VIETNAM",17.943055,106.822222,"B-57",0,1630,"MOTOR VEHICLE"
"209","1968-06-07","N",1968,"NORTH VIETNAM",17.801,106.164,"B-57",799,1625,"UNKNOWN\UNIDENTIFIED"
"210","1967-09-25","N",1967,"NORTH VIETNAM",17.045833,107.118333,"B-57",900,1354,"AREA\DEPOT"
"211","1968-06-12","N",1968,"NORTH VIETNAM",17.851388,106.206944,"B-57",799,1925,"ROAD"
"212","1967-07-01","N",1967,"NORTH VIETNAM",17.711111,106.406111,"B-57",0,1520,"AREA\DEPOT"
"213","1968-06-19","N",1968,"NORTH VIETNAM",17.299,106.206,"B-57",694,1338,"MOTOR VEHICLE"
"214","1967-09-06","N",1967,"NORTH VIETNAM",17.009722,106.947222,"B-57",900,1626,"ANTI-AIRCRAFT"
"215","1967-07-01","N",1967,"NORTH VIETNAM",17.591388,106.547222,"B-57",0,1250,"MOTOR VEHICLE"
"216","1967-05-12","N",1967,"NORTH VIETNAM",17.133333,106.783333,"B-57",799,1554,"LAUNCHER (MISSILE)"
"217","1968-02-06","N",1968,"SOUTH VIETNAM",16.72514377,106.6838715,"B-57",799,2010,"TROOPS"
"218","1967-09-02","N",1967,"NORTH VIETNAM",17.316666,106.638888,"B-57",0,1410,"LIGHTS ON ROAD"
"219","1967-08-20","D",1967,"SOUTH VIETNAM",14.22390878,109.0996341,"B-57",694,545,"AREA\DEPOT"
"220","1967-09-14","N",1967,"NORTH VIETNAM",17.058333,107.086111,"B-57",0,1705,"AREA\DEPOT"
"221","1967-07-31","N",1967,"NORTH VIETNAM",17.57,106.543055,"B-57",0,1515,"MOTOR VEHICLE"
"222","1967-08-27","D",1967,"SOUTH VIETNAM",10.98039517,106.2510767,"B-57",799,520,"BUILDINGS"
"223","1967-03-29","N",1967,"NORTH VIETNAM",16.973,106.874,"B-57",799,1334,"TRUCK PARK\STOP"
"224","1967-09-13","N",1967,"NORTH VIETNAM",17.531388,106.516666,"B-57",900,1603,"LIGHTS ON ROAD"
"225","1967-05-30","N",1967,"NORTH VIETNAM",16.933333,106.584722,"B-57",100,2017,"BIVOUAC"
"226","1966-04-09","D",1966,"NORTH VIETNAM",16.966666,106.633333,"B-57",680,815,"TROOPS"
"227","1967-09-12","N",1967,"NORTH VIETNAM",17.109444,106.954722,"B-57",799,1253,"AREA\DEPOT"
"228","1967-07-25","N",1967,"NORTH VIETNAM",17.633333,106.290277,"B-57",0,1200,"MOTOR VEHICLE"
"229","1966-04-09","D",1966,"NORTH VIETNAM",16.966666,106.633333,"B-57",0,815,"TROOPS"
"230","1968-03-08","N",1968,"NORTH VIETNAM",16.972,105.886,"B-57",799,1810,"ANTI-AIRCRAFT"
"231","1968-01-12","N",1968,"NORTH VIETNAM",17.358333,106.216666,"B-57",50,1445,"MOTOR VEHICLE"
"232","1968-02-09","N",1968,"NORTH VIETNAM",17.558,106.989,"B-57",25,2010,"TROOPS"
