"","MSNDATE","PeriodOfDay","Year","TGTCOUNTRY","TGTLATDD_DDD_WGS84","TGTLONDDD_DDD_WGS84","VALID_AIRCRAFT_ROOT","WEAPONTYPEWEIGHT","TIMEONTARGET","TargetType"
"559","1966-10-02","D",1966,"SOUTH VIETNAM",15.57496394,108.3867263,"B-57",25,55,"CAMP"
"560","1966-09-22","D",1966,"NORTH VIETNAM",16.925,106.933,"B-57",680,547,"BUILDINGS"
"561","1966-08-12","N",1966,"NORTH VIETNAM",17.3,106.217,"B-57",263,1210,"FOX HOLES"
"562","1967-08-20","N",1967,"NORTH VIETNAM",17.823,106.308,"B-57",500,1650,"TRUCK PARK\STOP"
"563","1968-06-18","N",1968,"NORTH VIETNAM",17.422222,106.227777,"B-57",799,1650,"MOTOR VEHICLE"
"564","1967-09-29","N",1967,"NORTH VIETNAM",17.633333,106.433333,"B-57",0,2001,"MOTOR VEHICLE"
"565","1966-04-08","D",1966,"NORTH VIETNAM",16.983333,106.633333,"B-57",0,850,"TROOPS"
"566","1967-09-02","N",1967,"NORTH VIETNAM",17.527777,106.519444,"B-57",0,1205,"LIGHTS ON ROAD"
"567","1967-07-20","N",1967,"NORTH VIETNAM",17.880555,106.063888,"B-57",0,1355,"TRUCK PARK\STOP"
"568","1967-09-21","N",1967,"NORTH VIETNAM",17.004166,106.905555,"B-57",0,1736,"ANTI-AIRCRAFT"
"569","1967-07-20","N",1967,"NORTH VIETNAM",17.686111,106.488888,"B-57",0,1545,"TRUCK PARK\STOP"
"570","1966-09-30","D",1966,"NORTH VIETNAM",17.108,107.083,"B-57",50,238,"AREA\DEPOT"
"571","1967-09-10","N",1967,"NORTH VIETNAM",17.652777,106.445833,"B-57",900,1613,"LIGHTS ON ROAD"
"572","1967-08-19","N",1967,"NORTH VIETNAM",17.706944,106.498611,"B-57",50,1615,"WATER VEHICLES"
"573","1967-08-09","N",1967,"NORTH VIETNAM",18.209722,105.706944,"B-57",500,1720,"MOTOR VEHICLE"
"574","1967-08-01","N",1967,"NORTH VIETNAM",17.372222,106.183333,"B-57",680,1600,"MOTOR VEHICLE"
"575","1968-04-15","D",1968,"SOUTH VIETNAM",16.88899058,106.7901692,"B-57",25,704,"UNKNOWN\UNIDENTIFIED"
"576","1967-09-14","N",1967,"NORTH VIETNAM",17.058333,107.086111,"B-57",900,1705,"AREA\DEPOT"
"577","1967-05-02","D",1967,"NORTH VIETNAM",17.070833,106.898611,"B-57",0,52,"ROAD"
"578","1968-06-27","D",1968,"SOUTH VIETNAM",10.53891903,106.5014853,"B-57",500,125,"AREA\DEPOT"
"579","1967-09-24","N",1967,"NORTH VIETNAM",17.891944,105.830555,"B-57",0,1307,"TRUCK PARK\STOP"
"580","1966-10-08","D",1966,"NORTH VIETNAM",17.351,106.211,"B-57",561,55,"ROAD"
"581","1967-09-24","N",1967,"NORTH VIETNAM",17.858888,105.809722,"B-57",0,1705,"TRUCK PARK\STOP"
"582","1966-08-25","Unknown",1966,"NORTH VIETNAM",17.116666,106.933333,"B-57",0,1005,"AREA\DEPOT"
"583","1967-05-23","N",1967,"NORTH VIETNAM",17.077777,107.119444,"B-57",0,1814,"UNKNOWN\UNIDENTIFIED"
"584","1968-03-23","N",1968,"SOUTH VIETNAM",16.9747613,107.0924998,"B-57",799,1915,"BUILDINGS"
"585","1967-09-22","N",1967,"NORTH VIETNAM",17.380555,106.619444,"B-57",500,1440,"BRIDGE"
"586","1967-08-25","N",1967,"NORTH VIETNAM",17.815277,106.377777,"B-57",680,1215,"MOTOR VEHICLE"
"587","1967-09-07","N",1967,"NORTH VIETNAM",17.765277,105.780555,"B-57",0,1755,"MOTOR VEHICLE"
"588","1967-08-09","N",1967,"NORTH VIETNAM",18.209722,105.706944,"B-57",680,1720,"MOTOR VEHICLE"
"589","1968-12-16","N",1968,"SOUTH VIETNAM",14.947,107.198,"B-57",25,1215,"AREA\DEPOT"
"590","1969-09-23","D",1969,"SOUTH VIETNAM",10.52263159,106.299454,"B-57",799,1125,"BUILDINGS"
"591","1966-04-30","N",1966,"NORTH VIETNAM",17.75,105.766666,"B-57",0,1940,"ROAD"
"592","1967-07-02","D",1967,"NORTH VIETNAM",17.686111,106.461111,"B-57",0,1330,"MOTOR VEHICLE"
"593","1967-06-26","N",1967,"NORTH VIETNAM",17.742,106.433,"B-57",680,1630,"MOTOR VEHICLE"
"594","1968-07-23","N",1968,"SOUTH VIETNAM",16.70366791,106.8084063,"B-57",694,1711,"BUILDINGS"
"595","1969-01-16","D",1969,"SOUTH VIETNAM",11.16977526,106.3691053,"B-57",25,1010,"AREA\DEPOT"
"596","1967-10-31","N",1967,"NORTH VIETNAM",17.061,106.833,"B-57",500,1755,"UNKNOWN\UNIDENTIFIED"
"597","1967-09-12","N",1967,"NORTH VIETNAM",17.128333,106.983333,"B-57",0,1853,"BUILDINGS"
"598","1968-06-19","N",1968,"NORTH VIETNAM",17.299,106.2,"B-57",799,1507,"MOTOR VEHICLE"
"599","1968-09-11","D",1968,"SOUTH VIETNAM",10.60489086,105.0088963,"B-57",694,1,"BASE"
"600","1967-09-21","N",1967,"NORTH VIETNAM",17.788888,106.2625,"B-57",0,1550,"AREA\DEPOT"
"601","1968-01-31","N",1968,"SOUTH VIETNAM",16.63434605,106.4269501,"B-57",50,1410,"UNKNOWN\UNIDENTIFIED"
"602","1966-09-05","D",1966,"NORTH VIETNAM",17.075,106.733333,"B-57",561,739,"AREA\DEPOT"
"603","1966-05-24","N",1966,"NORTH VIETNAM",17.8,105.783333,"B-57",260,1304,"ROAD"
"604","1968-06-16","N",1968,"NORTH VIETNAM",17.297222,106.206944,"B-57",25,1336,"MOTOR VEHICLE"
"605","1966-09-20","D",1966,"SOUTH VIETNAM",16.59339397,107.0995716,"B-57",25,510,"AREA\DEPOT"
"606","1967-07-17","N",1967,"SOUTH VIETNAM",11.20081908,107.4524613,"B-57",0,1854,"BUILDINGS"
"607","1967-07-29","N",1967,"NORTH VIETNAM",17.975,105.708333,"B-57",0,1430,"MOTOR VEHICLE"
"608","1967-07-05","N",1967,"NORTH VIETNAM",17.019444,106.927777,"B-57",0,1600,"MOTOR VEHICLE"
"609","1966-09-27","D",1966,"NORTH VIETNAM",17.1,107.034166,"B-57",0,58,"AREA\DEPOT"
"610","1967-07-21","D",1967,"NORTH VIETNAM",17.6125,106.381944,"B-57",0,1545,"ANTI-AIRCRAFT"
"611","1968-09-11","D",1968,"SOUTH VIETNAM",15.35914728,107.756228,"B-57",25,45,"BASE"
"612","1967-09-06","N",1967,"NORTH VIETNAM",17.055555,106.911111,"B-57",500,1715,"ANTI-AIRCRAFT"
"613","1967-04-14","N",1967,"NORTH VIETNAM",17.333333,106.169444,"B-57",680,1441,"AREA\DEPOT"
"614","1966-10-05","D",1966,"NORTH VIETNAM",17.693,106.479,"B-57",561,110,"BRIDGE"
"615","1967-07-03","N",1967,"NORTH VIETNAM",17.86,105.810833,"B-57",0,1322,"TRUCK PARK\STOP"
"616","1968-02-13","N",1968,"SOUTH VIETNAM",16.54620441,106.7280366,"B-57",50,2122,"AREA\DEPOT"
"617","1967-09-30","N",1967,"NORTH VIETNAM",16.977777,106.945,"B-57",680,1601,"ANTI-AIRCRAFT"
"618","1966-10-07","D",1966,"NORTH VIETNAM",17.617,106.287,"B-57",0,847,"FORD"
"619","1967-07-22","D",1967,"NORTH VIETNAM",17.816666,106.108333,"B-57",0,1200,"MOTOR VEHICLE"
"620","1967-09-27","N",1967,"NORTH VIETNAM",17.097222,106.997222,"B-57",799,2134,"UNKNOWN\UNIDENTIFIED"
"621","1966-06-14","D",1966,"SOUTH VIETNAM",15.15675315,108.7240304,"B-57",0,623,"BUILDINGS"
"622","1966-09-09","D",1966,"NORTH VIETNAM",16.9875,106.645833,"B-57",561,650,"AREA\DEPOT"
"623","1968-06-19","N",1968,"NORTH VIETNAM",17.318,106.211,"B-57",694,1339,"MOTOR VEHICLE"
"624","1966-08-18","Unknown",1966,"NORTH VIETNAM",17.25,106.783,"B-57",1104,222,"BRIDGE"
"625","1966-09-21","D",1966,"SOUTH VIETNAM",16.97745507,107.0042652,"B-57",50,1410,"BUILDINGS"
"626","1966-04-03","D",1966,"NORTH VIETNAM",17.966666,105.816666,"B-57",799,1014,"ROAD"
"627","1966-10-06","N",1966,"NORTH VIETNAM",18.056666,105.8575,"B-57",561,904,"ROAD"
"628","1967-09-02","N",1967,"NORTH VIETNAM",17.543055,106.556944,"B-57",500,1525,"MOTOR VEHICLE"
"629","1966-04-25","N",1966,"NORTH VIETNAM",17.866666,105.85,"B-57",0,1133,"TROOPS"
"630","1967-05-27","N",1967,"NORTH VIETNAM",17.0625,107.0375,"B-57",0,2028,"TRUCK PARK\STOP"
"631","1967-08-13","N",1967,"NORTH VIETNAM",17.615,106.469,"B-57",680,1411,"MOTOR VEHICLE"
"632","1966-05-25","N",1966,"NORTH VIETNAM",17.8,105.283333,"B-57",260,1945,"ROAD"
"633","1967-09-29","N",1967,"NORTH VIETNAM",17.605555,106.352777,"B-57",0,1540,"MOTOR VEHICLE"
"634","1968-07-19","N",1968,"NORTH VIETNAM",17.176,106.724,"B-57",694,1620,"MOTOR VEHICLE"
"635","1967-07-27","N",1967,"NORTH VIETNAM",17.411111,106.6,"B-57",0,1420,"MOTOR VEHICLE"
"636","1966-04-09","D",1966,"NORTH VIETNAM",16.983333,106.966666,"B-57",0,245,"TROOPS"
"637","1968-06-14","N",1968,"NORTH VIETNAM",17.840277,106.138888,"B-57",799,2020,"MOTOR VEHICLE"
"638","1966-09-02","D",1966,"NORTH VIETNAM",17.1,107.034166,"B-57",561,753,"AREA\DEPOT"
"639","1968-06-09","N",1968,"NORTH VIETNAM",17.841666,106.030555,"B-57",50,1616,"MOTOR VEHICLE"
"640","1968-06-22","N",1968,"NORTH VIETNAM",17.319,106.176,"B-57",799,1300,"MOTOR VEHICLE"
"641","1967-09-09","N",1967,"NORTH VIETNAM",17.543055,106.540277,"B-57",0,1617,"MOTOR VEHICLE"
"642","1967-07-24","N",1967,"NORTH VIETNAM",17.506944,106.595833,"B-57",0,1240,"MOTOR VEHICLE"
"643","1967-07-30","N",1967,"NORTH VIETNAM",17.608333,106.406944,"B-57",0,1515,"MOTOR VEHICLE"
"644","1967-09-27","N",1967,"NORTH VIETNAM",17.097222,106.997222,"B-57",0,2134,"UNKNOWN\UNIDENTIFIED"
"645","1967-09-02","N",1967,"NORTH VIETNAM",17.318888,106.666666,"B-57",0,1415,"LIGHTS ON ROAD"
"646","1966-04-03","D",1966,"NORTH VIETNAM",17.933333,105.816666,"B-57",50,1008,"ROAD"
"647","1968-05-28","D",1968,"SOUTH VIETNAM",11.47020625,108.7848115,"B-57",50,308,"AREA\DEPOT"
"648","1966-08-03","D",1966,"NORTH VIETNAM",17.133,106.767,"B-57",25,827,"BUILDINGS"
"649","1968-04-21","D",1968,"SOUTH VIETNAM",11.82811418,109.0297256,"B-57",25,304,"AREA\DEPOT"
"650","1966-09-01","Unknown",1966,"NORTH VIETNAM",17.177777,106.741666,"B-57",50,925,"BRIDGE"
"651","1967-07-30","N",1967,"NORTH VIETNAM",17.530555,106.527777,"B-57",0,1425,"MOTOR VEHICLE"
"652","1967-06-01","N",1967,"NORTH VIETNAM",17.584444,106.281666,"B-57",100,1905,"WATER VEHICLES"
"653","1966-05-05","N",1966,"NORTH VIETNAM",17.7,105.766666,"B-57",561,230,"ROAD"
"654","1967-06-07","N",1967,"NORTH VIETNAM",17.072,106.714,"B-57",100,1909,"ROAD"
"655","1967-09-21","N",1967,"NORTH VIETNAM",17.752777,106.427777,"B-57",900,1330,"LIGHTS ON ROAD"
"656","1967-09-10","N",1967,"NORTH VIETNAM",17.652777,106.445833,"B-57",680,1613,"LIGHTS ON ROAD"
"657","1966-04-30","N",1966,"NORTH VIETNAM",17.75,105.766666,"B-57",50,1940,"ROAD"
"658","1967-06-06","N",1967,"NORTH VIETNAM",17.288888,106.209722,"B-57",500,1202,"FORD"
"659","1968-03-19","N",1968,"NORTH VIETNAM",17.037,106.867,"B-57",900,1333,"ANTI-AIRCRAFT"
"660","1969-01-19","D",1969,"SOUTH VIETNAM",11.88314207,106.5534251,"B-57",25,1022,"BASE"
"661","1967-09-18","N",1967,"NORTH VIETNAM",16.935,106.944444,"B-57",680,1315,"COMMAND POST"
"662","1967-07-31","N",1967,"NORTH VIETNAM",17.57,106.543055,"B-57",0,1515,"MOTOR VEHICLE"
"663","1967-09-03","N",1967,"NORTH VIETNAM",17.833333,105.794444,"B-57",0,1415,"MOTOR VEHICLE"
"664","1969-05-05","N",1969,"SOUTH VIETNAM",14.49895993,107.5384888,"B-57",799,2116,"AREA\DEPOT"
"665","1968-06-08","N",1968,"NORTH VIETNAM",17.862,106.067,"B-57",799,1358,"MOTOR VEHICLE"
"666","1967-05-09","N",1967,"NORTH VIETNAM",17.231944,106.656944,"B-57",680,1346,"TRUCK PARK\STOP"
"667","1967-09-08","N",1967,"NORTH VIETNAM",17.519444,106.5,"B-57",0,1400,"MOTOR VEHICLE"
"668","1967-05-02","D",1967,"NORTH VIETNAM",17.070833,106.898611,"B-57",0,52,"ROAD"
"669","1967-05-04","N",1967,"NORTH VIETNAM",16.933333,106.583333,"B-57",0,1431,"AREA\DEPOT"
"670","1969-09-21","N",1969,"SOUTH VIETNAM",11.18869165,106.567926,"B-57",799,1113,"BASE"
"671","1966-09-11","D",1966,"NORTH VIETNAM",16.966666,106.9,"B-57",680,1500,"BIVOUAC"
"672","1967-07-23","N",1967,"NORTH VIETNAM",17.541666,106.583333,"B-57",0,1230,"MOTOR VEHICLE"
"673","1966-09-28","D",1966,"NORTH VIETNAM",16.958333,106.841666,"B-57",50,2310,"ANTI-AIRCRAFT"
"674","1968-09-04","D",1968,"SOUTH VIETNAM",12.11935987,107.0692651,"B-57",0,530,"BASE"
"675","1969-03-27","N",1969,"SOUTH VIETNAM",14.43564935,108.5402579,"B-57",25,0,"AREA\DEPOT"
"676","1967-07-14","N",1967,"NORTH VIETNAM",17.858333,106.436111,"B-57",0,1415,"MOTOR VEHICLE"
"677","1966-09-04","N",1966,"NORTH VIETNAM",17.584,106.281,"B-57",100,1243,"FERRY"
"678","1967-07-23","N",1967,"NORTH VIETNAM",17.880555,106.4125,"B-57",0,1534,"TRUCK PARK\STOP"
"679","1966-08-17","D",1966,"NORTH VIETNAM",17.033,106.917,"B-57",1104,315,"AREA\DEPOT"
"680","1966-09-25","N",1966,"NORTH VIETNAM",17.683,106.467,"B-57",260,2101,"ROAD"
"681","1966-08-22","D",1966,"NORTH VIETNAM",17.183,106.767,"B-57",0,325,"TROOPS"
"682","1966-08-16","D",1966,"NORTH VIETNAM",17.167,106.733,"B-57",263,620,"BRIDGE"
"683","1967-08-16","D",1967,"NORTH VIETNAM",17.625,106.430555,"B-57",500,1725,"MOTOR VEHICLE"
"684","1966-04-23","N",1966,"NORTH VIETNAM",17.833333,105.883333,"B-57",561,1514,"TROOPS"
"685","1967-08-28","N",1967,"NORTH VIETNAM",17.727777,106.448333,"B-57",680,1355,"TRUCK PARK\STOP"
"686","1967-09-12","D",1967,"NORTH VIETNAM",16.913888,106.956388,"B-57",500,1615,"UNKNOWN\UNIDENTIFIED"
"687","1967-07-22","N",1967,"NORTH VIETNAM",17.428888,105.179444,"B-57",0,1840,"AREA\DEPOT"
"688","1967-03-28","D",1967,"NORTH VIETNAM",17.1,106.839,"B-57",50,805,"MOTOR VEHICLE"
"689","1967-10-03","N",1967,"NORTH VIETNAM",17.019444,106.972222,"B-57",500,1901,"ANTI-AIRCRAFT"
"690","1966-06-16","N",1966,"NORTH VIETNAM",17.8,105.783,"B-57",1104,1140,"ROAD"
"691","1966-10-04","D",1966,"NORTH VIETNAM",17.68,106.047,"B-57",561,850,"BRIDGE"
"692","1966-09-07","N",1966,"NORTH VIETNAM",17.851,106.439,"B-57",272,435,"BRIDGE"
"693","1966-05-28","N",1966,"NORTH VIETNAM",17.8,105.783,"B-57",561,1230,"ROAD"
"694","1967-09-02","N",1967,"NORTH VIETNAM",17.316666,106.638888,"B-57",680,1410,"LIGHTS ON ROAD"
"695","1967-05-02","D",1967,"NORTH VIETNAM",17.070833,106.898611,"B-57",500,52,"ROAD"
"696","1967-09-30","N",1967,"NORTH VIETNAM",17.003888,106.905,"B-57",799,1315,"ANTI-AIRCRAFT"
"697","1966-09-16","D",1966,"NORTH VIETNAM",17,106.816666,"B-57",613,103,"ANTI-AIRCRAFT"
"698","1968-05-22","N",1968,"NORTH VIETNAM",17.293055,106.208333,"B-57",0,1901,"MOTOR VEHICLE"
"699","1966-04-01","D",1966,"NORTH VIETNAM",17.85,105.8,"B-57",272,213,"ROAD"
"700","1967-06-25","N",1967,"NORTH VIETNAM",17.25,106.712,"B-57",799,2022,"TRANSHIPMENT POINT"
"701","1967-09-13","N",1967,"NORTH VIETNAM",17.544444,106.55,"B-57",500,1605,"LIGHTS ON ROAD"
"702","1967-05-30","N",1967,"NORTH VIETNAM",16.933333,106.584722,"B-57",0,2017,"BIVOUAC"
"703","1968-02-13","N",1968,"SOUTH VIETNAM",16.49330769,106.6760441,"B-57",900,1705,"TROOPS"
"704","1969-06-15","D",1969,"SOUTH VIETNAM",12.22940726,108.7860315,"B-57",0,1225,"BASE"
"705","1968-06-18","N",1968,"NORTH VIETNAM",17.422222,106.227777,"B-57",50,1400,"MOTOR VEHICLE"
"706","1966-06-21","N",1966,"NORTH VIETNAM",17.45,106.55,"B-57",1104,1730,"ROAD"
"707","1966-08-29","D",1966,"SOUTH VIETNAM",16.883333,106.583333,"B-57",0,830,"AREA\DEPOT"
"708","1966-08-12","D",1966,"NORTH VIETNAM",16.967,106.65,"B-57",680,720,"AREA\DEPOT"
"709","1967-09-23","N",1967,"NORTH VIETNAM",17.788888,106.2625,"B-57",900,1935,"AREA\DEPOT"
"710","1968-06-19","N",1968,"NORTH VIETNAM",17.419444,106.216666,"B-57",799,1954,"MOTOR VEHICLE"
"711","1966-10-07","D",1966,"NORTH VIETNAM",17.67,106.509166,"B-57",561,138,"BRIDGE"
"712","1967-04-30","N",1967,"NORTH VIETNAM",17.097,106.975,"B-57",680,1422,"BUILDINGS"
"713","1968-06-09","N",1968,"NORTH VIETNAM",17.917,106,"B-57",799,1740,"AREA\DEPOT"
"714","1967-08-23","N",1967,"NORTH VIETNAM",17.55,106.55,"B-57",680,1212,"MOTOR VEHICLE"
"715","1968-03-30","N",1968,"NORTH VIETNAM",17.049,106.936,"B-57",799,1805,"ANTI-AIRCRAFT"
"716","1966-09-22","N",1966,"NORTH VIETNAM",17.067,105.967,"B-57",50,1815,"TRUCK PARK\STOP"
"717","1967-07-17","N",1967,"NORTH VIETNAM",17.629166,106.377777,"B-57",0,1535,"TRANSHIPMENT POINT"
"718","1966-09-27","D",1966,"NORTH VIETNAM",17.68,106.047,"B-57",272,415,"BRIDGE"
"719","1966-09-07","N",1966,"NORTH VIETNAM",17.7,105.816666,"B-57",272,425,"ROAD"
"720","1966-09-20","D",1966,"NORTH VIETNAM",17.68,106.046,"B-57",272,1235,"BRIDGE"
"721","1967-07-24","N",1967,"NORTH VIETNAM",17.86,105.810833,"B-57",0,1836,"TRUCK PARK\STOP"
"722","1966-10-04","D",1966,"NORTH VIETNAM",17.950833,106.286666,"B-57",561,911,"FORD"
"723","1967-08-01","N",1967,"NORTH VIETNAM",17.483333,106.566666,"B-57",680,1530,"MOTOR VEHICLE"
"724","1967-07-31","N",1967,"NORTH VIETNAM",17.7375,106.35,"B-57",0,1615,"MOTOR VEHICLE"
"725","1967-08-19","D",1967,"NORTH VIETNAM",17.795833,106.455555,"B-57",680,1215,"WATER VEHICLES"
"726","1967-08-09","D",1967,"NORTH VIETNAM",17.858333,106.215277,"B-57",500,1400,"MOTOR VEHICLE"
"727","1967-09-11","N",1967,"NORTH VIETNAM",17.569444,106.448611,"B-57",680,1705,"MOTOR VEHICLE"
"728","1966-08-21","D",1966,"NORTH VIETNAM",16.7,106.2,"B-57",50,736,"AREA\DEPOT"
"729","1967-07-16","D",1967,"NORTH VIETNAM",17.711111,106.454166,"B-57",0,1435,"UNKNOWN\UNIDENTIFIED"
"730","1966-04-05","D",1966,"NORTH VIETNAM",17.316666,106.633333,"B-57",272,320,"FERRY"
"731","1966-08-08","D",1966,"NORTH VIETNAM",16.9,106.75,"B-57",50,335,"AREA\DEPOT"
"732","1968-05-12","N",1968,"NORTH VIETNAM",17.577777,106.309166,"B-57",50,1852,"TRUCK PARK\STOP"
"733","1966-09-05","N",1966,"NORTH VIETNAM",17.611666,106.311666,"B-57",0,1345,"FERRY"
"734","1968-06-09","N",1968,"NORTH VIETNAM",17.917,106,"B-57",25,1740,"AREA\DEPOT"
"735","1967-07-25","N",1967,"NORTH VIETNAM",17.752777,106.392222,"B-57",0,1705,"MOTOR VEHICLE"
"736","1969-04-10","N",1969,"SOUTH VIETNAM",16.7972914,106.7453045,"B-57",694,543,"BUILDINGS"
"737","1967-07-20","N",1967,"NORTH VIETNAM",17.627777,106.330555,"B-57",0,1237,"MOTOR VEHICLE"
"738","1966-04-24","D",1966,"SOUTH VIETNAM",14.31868379,109.0840075,"B-57",0,1003,"AREA\DEPOT"
"739","1969-06-15","D",1969,"SOUTH VIETNAM",12.22940726,108.7860315,"B-57",694,1225,"BASE"
"740","1967-08-12","N",1967,"NORTH VIETNAM",17.698611,106.457777,"B-57",500,1310,"MOTOR VEHICLE"
"741","1967-07-21","N",1967,"NORTH VIETNAM",17.633333,106,"B-57",0,1645,"MOTOR VEHICLE"
"742","1967-09-09","Unknown",1967,"NORTH VIETNAM",17.483333,106.566666,"B-57",500,1500,"MOTOR VEHICLE"
"743","1967-07-06","N",1967,"NORTH VIETNAM",17.158333,106.418055,"B-57",0,2032,"TRUCK PARK\STOP"
"744","1967-08-25","N",1967,"NORTH VIETNAM",17.8,106.378,"B-57",900,1310,"MOTOR VEHICLE"
"745","1967-07-11","D",1967,"NORTH VIETNAM",17.905555,106.3875,"B-57",0,1530,"MOTOR VEHICLE"
"746","1966-08-29","D",1966,"SOUTH VIETNAM",16.883333,106.583333,"B-57",0,830,"AREA\DEPOT"
"747","1967-07-04","N",1967,"NORTH VIETNAM",17.202777,106.825,"B-57",0,1600,"UNKNOWN\UNIDENTIFIED"
"748","1966-04-06","D",1966,"NORTH VIETNAM",17.933333,105.816666,"B-57",272,257,"ROAD"
"749","1966-08-22","Unknown",1966,"NORTH VIETNAM",17.183,106.767,"B-57",680,230,"TROOPS"
"750","1967-08-19","D",1967,"NORTH VIETNAM",17.795833,106.455555,"B-57",799,1215,"WATER VEHICLES"
"751","1967-06-07","N",1967,"NORTH VIETNAM",17.25,106.7125,"B-57",799,0,"AREA\DEPOT"
"752","1966-09-21","D",1966,"NORTH VIETNAM",17.683333,106.483333,"B-57",272,446,"BRIDGE"
"753","1967-08-09","N",1967,"NORTH VIETNAM",17.9,106.466666,"B-57",680,1355,"MOTOR VEHICLE"
"754","1966-09-09","D",1966,"NORTH VIETNAM",16.933333,106.85,"B-57",272,345,"AREA\DEPOT"
"755","1966-04-23","N",1966,"NORTH VIETNAM",17.833333,105.883333,"B-57",0,1514,"TROOPS"
"756","1966-09-30","D",1966,"NORTH VIETNAM",17.108,107.083,"B-57",561,238,"AREA\DEPOT"
"757","1967-07-18","N",1967,"NORTH VIETNAM",17.740277,106.254166,"B-57",0,1630,"MOTOR VEHICLE"
"758","1966-03-28","D",1966,"NORTH VIETNAM",17.75,105.767,"B-57",799,832,"ROAD"
"759","1967-05-04","N",1967,"NORTH VIETNAM",16.933333,106.583333,"B-57",799,1414,"AREA\DEPOT"
"760","1966-04-27","N",1966,"NORTH VIETNAM",16.866666,106.033333,"B-57",0,1145,"TROOPS"
"761","1966-10-06","D",1966,"SOUTH VIETNAM",16.93583967,107.0094567,"B-57",25,145,"TROOPS"
"762","1968-06-08","N",1968,"NORTH VIETNAM",17.830555,106.15,"B-57",50,723,"MOTOR VEHICLE"
"763","1967-05-10","N",1967,"NORTH VIETNAM",17.631944,106.384722,"B-57",0,1405,"TRANSHIPMENT POINT"
"764","1968-06-08","N",1968,"NORTH VIETNAM",17.862,106.067,"B-57",25,1358,"MOTOR VEHICLE"
"765","1967-07-26","N",1967,"NORTH VIETNAM",17.561111,106.522222,"B-57",0,1550,"ANTI-AIRCRAFT"
"766","1968-06-07","N",1968,"NORTH VIETNAM",17.801,106.164,"B-57",263,1625,"UNKNOWN\UNIDENTIFIED"
"767","1967-05-04","N",1967,"NORTH VIETNAM",16.906944,106.788888,"B-57",799,1315,"AREA\DEPOT"
"768","1966-09-05","D",1966,"NORTH VIETNAM",16.993611,106.647222,"B-57",272,525,"TRUCK PARK\STOP"
"769","1966-09-18","N",1966,"NORTH VIETNAM",16.903611,106.451388,"B-57",272,2356,"AREA\DEPOT"
"770","1967-05-29","N",1967,"NORTH VIETNAM",16.979166,106.904166,"B-57",799,1552,"BIVOUAC"
"771","1967-09-23","N",1967,"NORTH VIETNAM",17.86,105.810833,"B-57",0,1550,"TRUCK PARK\STOP"
"772","1968-02-27","N",1968,"SOUTH VIETNAM",16.63933483,106.6098081,"B-57",900,1321,"TROOPS"
"773","1968-05-17","N",1968,"NORTH VIETNAM",17.772222,105.783333,"B-57",799,1655,"MOTOR VEHICLE"
"774","1967-05-16","N",1967,"NORTH VIETNAM",16.898611,106.941666,"B-57",0,1616,"AREA\DEPOT"
"775","1967-09-19","N",1967,"NORTH VIETNAM",17.891944,105.830555,"B-57",680,1517,"TRUCK PARK\STOP"
"776","1967-08-13","N",1967,"NORTH VIETNAM",17.661,106.396,"B-57",680,1305,"MOTOR VEHICLE"
"777","1967-07-24","N",1967,"NORTH VIETNAM",17.825,105.791666,"B-57",0,1532,"MOTOR VEHICLE"
"778","1968-03-02","N",1968,"NORTH VIETNAM",16.861,106.939,"B-57",50,1935,"ANTI-AIRCRAFT"
"779","1967-09-23","N",1967,"NORTH VIETNAM",17.788888,106.2625,"B-57",0,1935,"AREA\DEPOT"
"780","1968-03-28","N",1968,"NORTH VIETNAM",17.219,106.91,"B-57",900,1840,"BUILDINGS"
"781","1966-09-13","D",1966,"NORTH VIETNAM",16.867,106.833,"B-57",25,925,"DRUM (POL)"
"782","1968-09-04","D",1968,"SOUTH VIETNAM",12.11935987,107.0692651,"B-57",50,530,"BASE"
"783","1966-09-08","N",1966,"NORTH VIETNAM",17.891944,105.830555,"B-57",561,1845,"TRUCK PARK\STOP"
"784","1968-02-13","N",1968,"SOUTH VIETNAM",16.63651318,106.7888395,"B-57",50,1532,"AREA\DEPOT"
"785","1966-04-05","D",1966,"NORTH VIETNAM",17.866666,105.85,"B-57",799,1025,"TROOPS"
"786","1967-09-08","N",1967,"NORTH VIETNAM",17.519444,106.5,"B-57",680,1400,"MOTOR VEHICLE"
"787","1966-08-30","D",1966,"NORTH VIETNAM",16.9,106.833333,"B-57",0,135,"UNKNOWN\UNIDENTIFIED"
"788","1967-07-02","N",1967,"NORTH VIETNAM",17.86,105.810833,"B-57",0,1501,"TRUCK PARK\STOP"
"789","1967-08-05","N",1967,"NORTH VIETNAM",17.833,106.442,"B-57",680,1553,"MOTOR VEHICLE"
"790","1967-07-23","N",1967,"NORTH VIETNAM",17.469444,106.480555,"B-57",0,1600,"TRUCK PARK\STOP"
"791","1966-09-03","D",1966,"NORTH VIETNAM",16.925,106.917,"B-57",25,743,"AREA\DEPOT"
"792","1966-09-21","Unknown",1966,"NORTH VIETNAM",17.019444,106.963888,"B-57",680,2308,"AREA\DEPOT"
"793","1967-09-22","N",1967,"NORTH VIETNAM",17.380555,106.619444,"B-57",0,1440,"BRIDGE"
"794","1966-08-12","D",1966,"NORTH VIETNAM",17.017,106.967,"B-57",1104,855,"AREA\DEPOT"
